PRISM Time Series Data,,,
Location:  Lat: 44.4633   Lon: -83.7214   Elev: 804ft,,,
"Climate variables: tmin,tmean,tmax",,,
4/29/2015,32.1,46.2,60.4
4/30/2015,34.3,48.4,62.4
5/1/2015,38.9,50.6,62.3
5/2/2015,36.7,54,71.2
5/3/2015,39.7,57.6,75.6
5/4/2015,52.8,66.2,79.6
5/5/2015,35.1,55,74.8
5/6/2015,33.1,49.2,65.3
5/7/2015,41.8,59.3,76.8
5/8/2015,54.6,68.4,82.1
5/9/2015,49,64.1,79.1
5/10/2015,44.3,52.8,61.3
5/11/2015,46.8,48.8,50.7
5/12/2015,46.8,53.4,60
5/13/2015,37.6,46.1,54.6
5/14/2015,30.9,45.3,59.7
5/15/2015,43,54,65
5/16/2015,48.9,54.7,60.4
5/17/2015,53,65.1,77.1
5/18/2015,55.6,68,80.4
5/19/2015,46.8,64.9,82.9
5/20/2015,30.9,41.8,52.7
5/21/2015,33.9,47.7,61.5
5/22/2015,35.9,53,70.1
5/23/2015,28.3,44.6,60.8
5/24/2015,39.2,57.7,76.3
5/25/2015,51.4,64.8,78.1
5/26/2015,53.6,66,78.4
5/27/2015,57.1,68.5,79.9
5/28/2015,49,64.1,79.2
5/29/2015,52.9,67.7,82.5
5/30/2015,61.9,73,84.1
5/31/2015,43.8,54,64.2
6/1/2015,35.9,44.6,53.2
6/2/2015,34.9,49.2,63.5
6/3/2015,37.6,54.1,70.7
6/4/2015,43.8,58.8,73.7
6/5/2015,58.4,67.9,77.5
6/6/2015,39.9,53.2,66.4
6/7/2015,36.2,50.4,64.6
6/8/2015,57.6,65.4,73.1
6/9/2015,54.4,64.5,74.7
6/10/2015,53.8,65.2,76.6
6/11/2015,50.2,65.5,80.7
6/12/2015,52.8,62.6,72.4
6/13/2015,47.1,55.3,63.5
6/14/2015,50.8,58.5,66.3
6/15/2015,57.1,67.3,77.5
6/16/2015,60,70.8,81.6
6/17/2015,48.1,61.9,75.7
6/18/2015,56.2,66.6,77
6/19/2015,46.4,63.8,81.3
6/20/2015,39.3,52,64.6
6/21/2015,42.8,60,77.3
6/22/2015,49.9,65.1,80.3
6/23/2015,60.5,70.4,80.2
6/24/2015,45.8,60.6,75.3
6/25/2015,53,67,81
6/26/2015,50.1,61.5,73
6/27/2015,52.3,63.5,74.8
6/28/2015,50,61.1,72.3
6/29/2015,50.9,65.2,79.4
6/30/2015,50.5,65.5,80.5
7/1/2015,51.9,59.7,67.6
7/2/2015,47.1,58.3,69.4
7/3/2015,43.5,58.5,73.6
7/4/2015,49.5,62.2,74.8
7/5/2015,52.3,66.8,81.3
7/6/2015,54.9,68.2,81.6
7/7/2015,58.8,71.1,83.4
7/8/2015,47.2,57.4,67.6
7/9/2015,49.6,60.9,72.2
7/10/2015,50.6,63.8,77
7/11/2015,55.4,69.1,82.9
7/12/2015,56.6,70.9,85.3
7/13/2015,59,71,83
7/14/2015,62.5,70.3,78.1
7/15/2015,47.9,60.5,73.2
7/16/2015,42.5,56,69.5
7/17/2015,46.5,61.8,77.1
7/18/2015,61.2,70.8,80.5
7/19/2015,65.3,75.7,86.1
7/20/2015,58,71.2,84.4
7/21/2015,56.2,71.2,86.3
7/22/2015,50,64.3,78.6
7/23/2015,48.5,63.4,78.2
7/24/2015,54,68,82
7/25/2015,61.6,74.5,87.4
7/26/2015,56.2,71,85.7
7/27/2015,59.3,73.2,87.1
7/28/2015,58.8,75.3,91.9
7/29/2015,61.1,76.1,91.1
7/30/2015,59.3,73.5,87.6
7/31/2015,53.8,69,84.2
8/1/2015,51.5,66.8,82
8/2/2015,52.1,66.5,81
8/3/2015,55.8,68.3,80.8
8/4/2015,50.2,62.8,75.4
8/5/2015,48.7,60.4,72
8/6/2015,46.9,60.7,74.6
8/7/2015,46.8,60.6,74.4
8/8/2015,55.4,65.2,75
8/9/2015,58.1,66.1,74.1
8/10/2015,59.3,69.3,79.2
8/11/2015,57.5,65.7,73.9
8/12/2015,55,66.1,77.2
8/13/2015,56.8,67.6,78.5
8/14/2015,61.6,74,86.5
8/15/2015,59.4,73.3,87.2
8/16/2015,60.1,73,85.8
8/17/2015,63.7,75.9,88.1
8/18/2015,64.4,76.8,89.1
8/19/2015,67.6,75.1,82.7
8/20/2015,59.8,71.5,83.1
8/21/2015,55.7,64.2,72.6
8/22/2015,52.6,64.4,76.2
8/23/2015,53,65.5,78
8/24/2015,54.8,63.2,71.6
8/25/2015,53.5,61,68.6
8/26/2015,53.9,58.9,63.9
8/27/2015,51,56.9,62.7
8/28/2015,46.7,57,67.2
8/29/2015,53.7,63.5,73.3
8/30/2015,53.7,61.4,69.1
8/31/2015,59.8,69,78.3
9/1/2015,53,68,83
9/2/2015,60.9,73.5,86.2
9/3/2015,60.8,74.7,88.6
9/4/2015,64.6,67.4,70.1
9/5/2015,65.4,70.6,75.9
9/6/2015,63.4,71.7,80
9/7/2015,67.9,77.8,87.8
9/8/2015,67.2,74.2,81.1
9/9/2015,61.2,67.9,74.5
9/10/2015,48.9,60.8,72.6
9/11/2015,47.1,58.2,69.4
9/12/2015,46.2,56.7,67.1
9/13/2015,39.8,52.1,64.3
9/14/2015,40.3,53.1,65.8
9/15/2015,50.3,63.1,75.9
9/16/2015,51.5,67.4,83.2
9/17/2015,51.4,66.3,81.3
9/18/2015,57.5,68.4,79.2
9/19/2015,55.8,66.8,77.8
9/20/2015,40.4,54.6,68.7
9/21/2015,42.7,56.7,70.7
9/22/2015,43.7,58.5,73.3
9/23/2015,46.8,62,77.2
9/24/2015,47.3,62.4,77.6
9/25/2015,51.4,62,72.6
9/26/2015,47.9,60.9,74
9/27/2015,49.3,60.5,71.8
9/28/2015,56.2,65.5,74.8
9/29/2015,56.5,67.1,77.7
9/30/2015,41.2,50.7,60.2
10/1/2015,39.2,48.2,57.2
10/2/2015,41.8,47.9,54.1
10/3/2015,44,49.7,55.4
10/4/2015,44.4,47.8,51.3
10/5/2015,46.9,50.4,54
10/6/2015,48.7,51.6,54.5
10/7/2015,44.4,55.2,65.9
10/8/2015,32.3,47.5,62.8
10/9/2015,35.3,46.7,58
10/10/2015,33.4,46,58.6
10/11/2015,33.9,47.7,61.5
10/12/2015,49,62.4,75.7
10/13/2015,48,59.1,70.1
10/14/2015,34.8,45.6,56.4
10/15/2015,33,44.6,56.1
10/16/2015,33.1,47.5,61.9
10/17/2015,26.1,36.6,47
10/18/2015,26.3,35.4,44.4
10/19/2015,25.3,35.7,46.1
10/20/2015,32.5,49.4,66.4
10/21/2015,47.3,55,62.6
10/22/2015,46.8,56.1,65.3
10/23/2015,28.7,44.1,59.4
10/24/2015,29.8,40.3,50.9
10/25/2015,34.3,48.1,62
10/26/2015,27,42.7,58.5
10/27/2015,26.5,40.2,53.8
10/28/2015,32.2,43.9,55.6
10/29/2015,35.8,46,56.2
10/30/2015,30.5,37.4,44.3
10/31/2015,29.6,38.2,46.9
11/1/2015,44.1,46,47.9
11/2/2015,34.4,43.9,53.4
11/3/2015,36.6,52,67.5
11/4/2015,33.8,51.5,69.1
11/5/2015,38,55.1,72.1
11/6/2015,42.7,57.2,71.8
11/7/2015,33.1,42.5,51.9
11/8/2015,24.5,36.7,48.9
11/9/2015,25.7,39,52.2
11/10/2015,25.6,39.2,52.8
11/11/2015,26,39.6,53.1
11/12/2015,25.8,39.4,53
11/13/2015,36.3,44,51.7
11/14/2015,34.1,36.7,39.3
11/15/2015,28.9,38.4,47.9
11/16/2015,27.5,44.4,61.3
11/17/2015,27.9,44.3,60.6
11/18/2015,37.7,47.2,56.7
11/19/2015,47.8,53.5,59.2
11/20/2015,33.5,41.3,49
11/21/2015,22.3,33.6,44.8
11/22/2015,15.8,23.8,31.8
11/23/2015,18.6,25.1,31.6
11/24/2015,21.3,26.5,31.7
11/25/2015,21.8,31.6,41.4
11/26/2015,25.4,37.2,49
11/27/2015,34.3,44.1,53.8
11/28/2015,17,26.6,36.1
11/29/2015,14.3,25,35.6
11/30/2015,20.5,30.1,39.7
12/1/2015,27.8,33.5,39.1
12/2/2015,27.7,34.9,42
12/3/2015,23.7,31.4,39.1
12/4/2015,25.8,32.5,39.3
12/5/2015,23.7,35.9,48.2
12/6/2015,25.3,37.1,48.8
12/7/2015,26.2,31.9,37.7
12/8/2015,27.3,33.4,39.4
12/9/2015,28,34.8,41.7
12/10/2015,36.1,40.8,45.5
12/11/2015,39.8,46.2,52.6
12/12/2015,26.7,35.8,44.9
12/13/2015,34.5,39,43.4
12/14/2015,37.4,46.6,55.7
12/15/2015,36.3,46.2,56.2
12/16/2015,33.6,35.5,37.5
12/17/2015,34.6,39.4,44.3
12/18/2015,28.9,32.3,35.8
12/19/2015,23.6,27.9,32.3
12/20/2015,16.4,21.9,27.5
12/21/2015,23.4,32.1,40.8
12/22/2015,34.7,37,39.4
12/23/2015,33.1,37.2,41.2
12/24/2015,32.6,44.7,56.8
12/25/2015,28.7,35.1,41.5
12/26/2015,20.7,31.1,41.5
12/27/2015,23.1,31.6,40.2
12/28/2015,20.5,26.8,33.1
12/29/2015,21.5,26.6,31.7
12/30/2015,25.8,29.3,32.8
12/31/2015,26.5,28.8,31.2
1/1/2016,21,25.1,29.1
1/2/2016,20.9,23.9,26.9
1/3/2016,24.7,29.9,35.1
1/4/2016,14,21,28
1/5/2016,-6,5.4,16.8
1/6/2016,-4,11,26.1
1/7/2016,20.9,28,35
1/8/2016,22.6,30.7,38.8
1/9/2016,31.2,35.3,39.4
1/10/2016,24.1,31.4,38.8
1/11/2016,6.4,15.6,24.9
1/12/2016,7.8,12.3,16.9
1/13/2016,6.1,13.4,20.6
1/14/2016,8.1,11.9,15.7
1/15/2016,9.8,20.5,31.2
1/16/2016,19,27.5,35.9
1/17/2016,5.3,16,26.7
1/18/2016,-2.6,6.8,16.3
1/19/2016,-5.3,5.8,17
1/20/2016,2.5,12.1,21.7
1/21/2016,5.4,13.4,21.4
1/22/2016,4.2,15,25.8
1/23/2016,8.3,19,29.7
1/24/2016,9.1,18.5,27.9
1/25/2016,23.2,25.9,28.6
1/26/2016,25.8,31.2,36.7
1/27/2016,23,28.8,34.5
1/28/2016,20.8,25.6,30.5
1/29/2016,11.2,22.9,34.6
1/30/2016,13.7,22.1,30.6
1/31/2016,27.7,34.3,40.8
2/1/2016,25.2,33.9,42.6
2/2/2016,14.5,26.5,38.4
2/3/2016,18.9,26.8,34.8
2/4/2016,18.5,28.5,38.6
2/5/2016,8.9,18.7,28.5
2/6/2016,17,23.8,30.6
2/7/2016,25.4,29.7,34
2/8/2016,23,31.9,40.8
2/9/2016,24.3,33.9,43.5
2/10/2016,8,18,28.1
2/11/2016,-11.3,2.2,15.7
2/12/2016,3.6,11,18.5
2/13/2016,-16.4,2,20.4
2/14/2016,-17.5,-3.9,9.7
2/15/2016,-13.8,2.8,19.4
2/16/2016,12,18.3,24.6
2/17/2016,17.5,22.5,27.6
2/18/2016,-12.8,5.6,24
2/19/2016,-3.2,15.9,34.9
2/20/2016,36.2,43.1,49.9
2/21/2016,31.6,39,46.4
2/22/2016,18.8,29,39.3
2/23/2016,19.7,26.2,32.7
2/24/2016,18.9,29.1,39.3
2/25/2016,23.7,28.4,33.1
2/26/2016,-0.4,14.1,28.6
2/27/2016,2,16.6,31.1
2/28/2016,28.7,38,47.3
2/29/2016,22.2,37.4,52.7
3/1/2016,6.3,21.4,36.4
3/2/2016,13.7,16.9,20.2
3/3/2016,-8.5,7.4,23.3
3/4/2016,-8.8,10.8,30.4
3/5/2016,-2.6,16.2,34.9
3/6/2016,6.4,20.5,34.6
3/7/2016,5.8,20.6,35.4
3/8/2016,26.6,40.8,55.1
3/9/2016,35,48,60.9
3/10/2016,35.6,48.5,61.3
3/11/2016,28.4,36.3,44.1
3/12/2016,24.3,36.7,49.1
3/13/2016,30.1,47.1,64.1
3/14/2016,34.4,39,43.7
3/15/2016,35.6,42.8,50
3/16/2016,32.4,41.5,50.6
3/17/2016,34.8,41.6,48.4
3/18/2016,32,38.8,45.6
3/19/2016,16.9,27.5,38.1
3/20/2016,15.5,25.4,35.3
3/21/2016,21,31.8,42.6
3/22/2016,25.4,34.3,43.3
3/23/2016,31,40.5,50
3/24/2016,25.9,30.5,35.2
3/25/2016,22.6,26.9,31.1
3/26/2016,17.7,30.6,43.4
3/27/2016,21.6,34.6,47.7
3/28/2016,33,44.7,56.5
3/29/2016,25.1,34.3,43.5
3/30/2016,24.8,37.1,49.5
3/31/2016,38.9,46.9,54.9
4/1/2016,33.3,46.5,59.7
4/2/2016,25.7,37.4,49.1
4/3/2016,15.3,23.2,31.1
4/4/2016,20.1,23.1,26.2
4/5/2016,1.9,16.1,30.3
4/6/2016,12.3,24.2,36.2
4/7/2016,28.7,31.6,34.6
4/8/2016,18.5,25.5,32.5
4/9/2016,18.2,27.8,37.4
4/10/2016,14.9,23,31
4/11/2016,25.5,30.1,34.6
4/12/2016,29.9,37,44.1
4/13/2016,22.8,32.4,42
4/14/2016,23.2,36.6,50.1
4/15/2016,23.3,38.5,53.6
4/16/2016,26.6,41.4,56.2
4/17/2016,31,50.4,69.8
4/18/2016,36,56.5,76.9
4/19/2016,32.6,57.1,81.7
4/20/2016,26.4,43.6,60.7
4/21/2016,40.6,50.5,60.3
4/22/2016,44.2,53.6,63
4/23/2016,27.7,39.8,51.9
4/24/2016,27.2,38.6,50
4/25/2016,36.4,44.3,52.1
4/26/2016,34.7,42.1,49.4
4/27/2016,25.6,35.8,45.9
4/28/2016,33.9,41,48.1
4/29/2016,29.2,37.5,45.9
4/30/2016,25.6,40.4,55.1
5/1/2016,39.9,48.5,57
5/2/2016,29.6,41.5,53.4
5/3/2016,29.2,45.3,61.5
5/4/2016,41.1,54.4,67.6
5/5/2016,40.7,46.1,51.4
5/6/2016,36.4,51.7,67.1
5/7/2016,46.1,59.8,73.6
5/8/2016,33.4,49.2,65.1
5/9/2016,30.4,46.3,62.3
5/10/2016,28.4,43.7,59
5/11/2016,38.2,48.6,59
5/12/2016,47.2,58.8,70.5
5/13/2016,51.6,62.3,72.9
5/14/2016,36.8,50.9,65
5/15/2016,32.5,41,49.5
5/16/2016,29.5,38.5,47.4
5/17/2016,30.3,47.3,64.3
5/18/2016,31.4,47,62.7
5/19/2016,33.9,49.8,65.8
5/20/2016,35.1,52.1,69.1
5/21/2016,42.9,58.1,73.4
5/22/2016,46.8,61.3,75.7
5/23/2016,32.7,51.7,70.7
5/24/2016,41.7,61.1,80.5
5/25/2016,52.5,69.7,87
5/26/2016,55.8,68.5,81.2
5/27/2016,54.4,68.7,83
5/28/2016,59.4,71,82.7
5/29/2016,64,74.7,85.4
5/30/2016,58.4,71.4,84.4
5/31/2016,49.3,64.9,80.4
6/1/2016,45.5,60.1,74.8
6/2/2016,47.9,58.4,68.8
6/3/2016,44.2,60.5,76.8
6/4/2016,47.9,63.3,78.7
6/5/2016,57.1,67.9,78.7
6/6/2016,51.7,61.3,71
6/7/2016,51.9,62.7,73.6
6/8/2016,41,51.8,62.6
6/9/2016,40.7,54.3,67.9
6/10/2016,41.1,57.2,73.3
6/11/2016,52.1,64.5,77
6/12/2016,50.8,69.2,87.6
6/13/2016,42,57.9,73.8
6/14/2016,44.8,55.4,66.1
6/15/2016,50.6,61.8,73.1
6/16/2016,55.5,59.2,62.9
6/17/2016,53.7,65.2,76.7
6/18/2016,53.9,70.3,86.8
6/19/2016,58.2,73.2,88.3
6/20/2016,61.2,74.5,87.9
6/21/2016,48.3,67.5,86.7
6/22/2016,48.7,62.8,77
6/23/2016,45.5,61,76.4
6/24/2016,48.4,62.9,77.4
6/25/2016,49.4,66.4,83.4
6/26/2016,60.5,73.2,85.9
6/27/2016,58.9,71.4,83.9
6/28/2016,53.3,67.5,81.7
6/29/2016,45,57.9,70.8
6/30/2016,44.4,61.5,78.7
7/1/2016,57.5,69.4,81.4
7/2/2016,45.1,57.1,69.1
7/3/2016,47.1,62.9,78.7
7/4/2016,49.1,65.3,81.4
7/5/2016,56.1,69.1,82.1
7/6/2016,60.5,73.2,85.9
7/7/2016,64.8,76.2,87.6
7/8/2016,58.1,72.3,86.5
7/9/2016,59,71.5,84
7/10/2016,55.6,66.3,77.1
7/11/2016,59.1,69.1,79
7/12/2016,62.1,71.7,81.3
7/13/2016,66.9,78,89.1
7/14/2016,70,78.7,87.4
7/15/2016,59.1,71.3,83.6
7/16/2016,47.5,57.8,68
7/17/2016,47.9,62.8,77.7
7/18/2016,53,65.5,78
7/19/2016,53.8,67.2,80.5
7/20/2016,47.5,62.8,78.1
7/21/2016,62.7,75.3,88
7/22/2016,70.1,77.9,85.7
7/23/2016,61.1,77.3,93.4
7/24/2016,65.7,78.5,91.2
7/25/2016,63.6,75.9,88.2
7/26/2016,56.2,72.1,88.1
7/27/2016,62.4,75.4,88.4
7/28/2016,63.2,76.3,89.5
7/29/2016,60.5,69.9,79.3
7/30/2016,55.2,64.8,74.4
7/31/2016,60.6,67.6,74.7
8/1/2016,55.4,66.7,78.1
8/2/2016,52.7,65.6,78.5
8/3/2016,58.3,72.6,86.8
8/4/2016,62,76,90
8/5/2016,65.8,78.5,91.3
8/6/2016,56.6,72.8,89
8/7/2016,55.2,71.2,87.3
8/8/2016,50.3,66.1,81.8
8/9/2016,50.9,66.6,82.3
8/10/2016,58.7,72.5,86.4
8/11/2016,60,76.4,92.8
8/12/2016,69.4,80,90.6
8/13/2016,66.4,73,79.6
8/14/2016,61,69.3,77.6
8/15/2016,60.3,71.1,82
8/16/2016,63.1,72.8,82.5
8/17/2016,60.7,72,83.2
8/18/2016,59.8,68.9,78.1
8/19/2016,59.7,72.4,85.1
8/20/2016,62.1,72.9,83.8
8/21/2016,61.5,70.7,79.8
8/22/2016,48.9,60.4,71.8
8/23/2016,53.4,64.8,76.2
8/24/2016,54.3,68.1,81.9
8/25/2016,60.1,70,79.8
8/26/2016,55.6,69.7,83.7
8/27/2016,58,69.2,80.4
8/28/2016,61.4,66.9,72.5
8/29/2016,54.1,67.6,81.1
8/30/2016,57.2,69.3,81.3
8/31/2016,57.9,72,86.2
9/1/2016,54.7,64.7,74.8
9/2/2016,47.8,59.7,71.6
9/3/2016,45.6,58.5,71.5
9/4/2016,45.3,59.7,74.1
9/5/2016,48.9,63.3,77.7
9/6/2016,48.9,65.7,82.5
9/7/2016,67.3,78.2,89.1
9/8/2016,69.7,77.3,85
9/9/2016,53.9,67.2,80.6
9/10/2016,58.8,67.6,76.5
9/11/2016,49.8,62.7,75.5
9/12/2016,46.8,59.7,72.6
9/13/2016,49.9,62,74.1
9/14/2016,47.7,61.9,76.1
9/15/2016,44.2,56.9,69.7
9/16/2016,43.5,56.7,69.9
9/17/2016,45.2,59.8,74.5
9/18/2016,55.2,66.4,77.7
9/19/2016,49.6,62.6,75.6
9/20/2016,52.5,67.4,82.4
9/21/2016,51.5,65.1,78.6
9/22/2016,57.3,65.4,73.6
9/23/2016,57.8,64.6,71.4
9/24/2016,43.5,53.6,63.7
9/25/2016,40.4,52.5,64.6
9/26/2016,49.8,59.8,69.7
9/27/2016,46.4,57.1,67.8
9/28/2016,46.9,52.4,57.9
9/29/2016,48.6,57.6,66.7
9/30/2016,57.3,60.1,62.8
10/1/2016,54.7,59,63.4
10/2/2016,54.8,58.3,61.9
10/3/2016,54.2,61.1,68
10/4/2016,50.1,57.5,65
10/5/2016,48.7,59,69.3
10/6/2016,56.8,65.4,74.1
10/7/2016,58.7,64.1,69.5
10/8/2016,44,61.3,78.6
10/9/2016,33.5,43.2,52.8
10/10/2016,30.9,42.7,54.6
10/11/2016,35.4,47.7,60
10/12/2016,42.9,55.6,68.3
10/13/2016,38.2,54.6,70.9
10/14/2016,32,43.1,54.1
10/15/2016,37.4,47.6,57.9
10/16/2016,40.3,50.6,60.8
10/17/2016,49.4,58,66.6
10/18/2016,56.5,62.9,69.2
10/19/2016,40.6,57.6,74.7
10/20/2016,42.3,55.1,68
10/21/2016,39.7,46.8,54
10/22/2016,36.4,42.7,48.9
10/23/2016,32.3,42,51.8
10/24/2016,37,47.4,57.9
10/25/2016,30.7,40.9,51
10/26/2016,26,37.9,49.7
10/27/2016,29.6,35.2,40.8
10/28/2016,27.4,35.4,43.5
10/29/2016,29.9,45,60.1
10/30/2016,41.8,52.2,62.6
10/31/2016,27.1,38.3,49.6
11/1/2016,29.8,40.1,50.3
11/2/2016,38.6,52.1,65.6
11/3/2016,38.6,49.9,61.1
11/4/2016,30.7,44.5,58.3
11/5/2016,30.4,43.3,56.2
11/6/2016,29.9,48.4,67
11/7/2016,30.9,47.7,64.4
11/8/2016,33.5,49.5,65.5
11/9/2016,37.1,45.7,54.4
11/10/2016,36.2,45.6,54.9
11/11/2016,37.6,51.9,66.2
11/12/2016,19.7,31.6,43.5
11/13/2016,26.3,38.9,51.5
11/14/2016,31.5,45.9,60.4
11/15/2016,32.9,45.8,58.6
11/16/2016,36.7,45.3,53.8
11/17/2016,27.2,40.8,54.3
11/18/2016,35.9,47.4,59
11/19/2016,37.8,52.2,66.7
11/20/2016,26.6,32.6,38.5
11/21/2016,23.1,27.2,31.3
11/22/2016,19.3,26.7,34
11/23/2016,17.4,26.6,35.8
11/24/2016,26.8,31.6,36.3
11/25/2016,29.3,34.3,39.3
11/26/2016,31.5,36.3,41.1
11/27/2016,24.6,32.9,41.2
11/28/2016,25.2,34.2,43.2
11/29/2016,38,43.1,48.1
11/30/2016,33,44.4,55.8
12/1/2016,35,43.7,52.3
12/2/2016,32.7,37.6,42.4
12/3/2016,34.1,36.5,39
12/4/2016,31.9,36.5,41.1
12/5/2016,30.6,34.2,37.8
12/6/2016,24.4,33.1,41.9
12/7/2016,27.8,33.5,39.3
12/8/2016,23.9,28.9,33.9
12/9/2016,19.1,26.2,33.3
12/10/2016,16.4,21.5,26.6
12/11/2016,13,19.3,25.5
12/12/2016,19,23.9,28.7
12/13/2016,23.5,26.8,30.2
12/14/2016,3.3,14.2,25.1
12/15/2016,3.6,10.5,17.4
12/16/2016,1.6,9.3,17.1
12/17/2016,7.8,12.9,18
12/18/2016,6.3,14.1,21.9
12/19/2016,-13.3,1.3,15.8
12/20/2016,-7.1,5.7,18.6
12/21/2016,14,23.5,33
12/22/2016,19.8,26.4,33
12/23/2016,23,30.4,37.8
12/24/2016,28.3,33.6,38.8
12/25/2016,29.7,32.7,35.7
12/26/2016,27.6,30.4,33.2
12/27/2016,25.1,36.9,48.7
12/28/2016,18.5,21.9,25.3
12/29/2016,20.7,27,33.3
12/30/2016,24.7,29.5,34.4
12/31/2016,24.1,26.3,28.4
1/1/2017,21.3,27.3,33.3
1/2/2017,14.2,26.5,38.9
1/3/2017,16.7,28.1,39.6
1/4/2017,19.1,27.9,36.7
1/5/2017,10.2,14.9,19.7
1/6/2017,1,6.7,12.4
1/7/2017,-4.3,6.6,17.5
1/8/2017,-1.6,6.2,14
1/9/2017,4.2,10.2,16.1
1/10/2017,14.8,21.4,28
