PRISM Time Series Data,,,
Location:  Lat: 44.4364   Lon: -85.6987   Elev: 909ft,,,
"Climate variables: tmin,tmean,tmax",,,
1/11/2017,20.7,31.6,42.6
1/12/2017,19.3,27,34.7
1/13/2017,12,18.7,25.5
1/14/2017,6.7,12.5,18.4
1/15/2017,-0.5,14.6,29.7
1/16/2017,1.2,16.8,32.4
1/17/2017,13.1,24.6,36
1/18/2017,32.4,34.2,36
1/19/2017,31.8,34.5,37.3
1/20/2017,30.9,34,37
1/21/2017,31.4,35,38.6
1/22/2017,33.9,39.3,44.6
1/23/2017,34.4,38.7,43.1
1/24/2017,34,36.9,39.8
1/25/2017,31.7,34,36.3
1/26/2017,30.7,32.8,34.8
1/27/2017,27.8,31.3,34.7
1/28/2017,25.6,28.2,30.8
1/29/2017,20.6,25.1,29.5
1/30/2017,11.5,18,24.5
1/31/2017,12.3,18.1,23.9
2/1/2017,20.4,25.2,30
2/2/2017,13.3,22.1,30.9
2/3/2017,11.6,13.9,16.2
2/4/2017,6.7,13,19.2
2/5/2017,9.3,20.5,31.6
2/6/2017,12.6,21.1,29.6
2/7/2017,17.9,27.6,37.2
2/8/2017,20.7,27.6,34.6
2/9/2017,11.7,16.8,22
2/10/2017,4.6,11.3,18.1
2/11/2017,16.2,25.3,34.5
2/12/2017,28,34.3,40.5
2/13/2017,21.1,29.2,37.3
2/14/2017,20.1,30.6,41.2
2/15/2017,23,31.3,39.5
2/16/2017,19.6,22.4,25.2
2/17/2017,19.5,25.6,31.8
2/18/2017,26.2,37.8,49.4
2/19/2017,28.2,41.5,54.8
2/20/2017,26.7,39.6,52.4
2/21/2017,32.8,43.6,54.3
2/22/2017,36.2,47,57.8
2/23/2017,37.9,49.4,60.8
2/24/2017,29.1,34.8,40.6
2/25/2017,26.4,30.6,34.8
2/26/2017,14.1,20.7,27.3
2/27/2017,16.4,26.9,37.3
2/28/2017,18.7,31.5,44.4
3/1/2017,35,40,45
3/2/2017,18.7,28.1,37.6
3/3/2017,11.4,19.4,27.4
3/4/2017,-1.3,10,21.3
3/5/2017,1,17.1,33.2
3/6/2017,22.5,33.5,44.5
3/7/2017,40.7,49.6,58.6
3/8/2017,35.5,44.1,52.7
3/9/2017,23.6,30.1,36.6
3/10/2017,15.9,24.9,34
3/11/2017,11.7,14.7,17.6
3/12/2017,11.5,15.2,18.8
3/13/2017,13,19.8,26.6
3/14/2017,8,16.2,24.5
3/15/2017,6.4,14.9,23.4
3/16/2017,7.9,19.1,30.4
3/17/2017,9.2,23.8,38.4
3/18/2017,23.1,29.6,36
3/19/2017,31,33.2,35.5
3/20/2017,30.9,38.7,46.5
3/21/2017,23.3,37.6,51.9
3/22/2017,17.9,28.8,39.7
3/23/2017,15.4,25,34.7
3/24/2017,22.1,31.6,41.1
3/25/2017,33.8,42.5,51.1
3/26/2017,33.9,37,40.1
3/27/2017,35.1,40.6,46.1
3/28/2017,34.2,37.7,41.2
3/29/2017,26.5,40.7,54.9
3/30/2017,27.8,39,50.3
3/31/2017,32.9,36.5,40.2
4/1/2017,24.1,32.2,40.3
4/2/2017,25.8,41.8,57.7
4/3/2017,33.4,48.5,63.5
4/4/2017,39.3,49,58.7
4/5/2017,28.4,38.3,48.2
4/6/2017,31.8,37.9,44
4/7/2017,32,37,42.1
4/8/2017,24.2,36.8,49.3
4/9/2017,32.3,47.5,62.8
4/10/2017,53.4,63.6,73.9
4/11/2017,38.1,51.3,64.4
4/12/2017,34.7,39.2,43.7
4/13/2017,33.8,42.9,51.9
4/14/2017,31.6,43.1,54.6
4/15/2017,36,51.2,66.4
4/16/2017,47.8,62.4,77.1
4/17/2017,33.6,50.1,66.7
4/18/2017,32.3,42,51.6
4/19/2017,37,51.6,66.3
4/20/2017,40,49.4,58.9
4/21/2017,36.3,42.3,48.2
4/22/2017,27.7,38.1,48.4
4/23/2017,30.6,46.2,61.7
4/24/2017,31.8,47,62.2
4/25/2017,38.1,55.4,72.6
4/26/2017,51.2,62.1,73.1
4/27/2017,55.7,65.7,75.7
4/28/2017,37.1,51.4,65.7
4/29/2017,34.5,44.5,54.5
4/30/2017,35.5,42.2,48.9
5/1/2017,36.4,38.3,40.3
5/2/2017,38.7,48.5,58.4
5/3/2017,31.7,36.5,41.3
5/4/2017,33.6,47.1,60.5
5/5/2017,34.3,49.1,63.9
5/6/2017,35.1,46.4,57.7
5/7/2017,33.3,43.9,54.6
5/8/2017,26.1,36.4,46.6
5/9/2017,23.4,38.3,53.3
5/10/2017,34.4,48.1,61.8
5/11/2017,43.7,56.6,69.5
5/12/2017,40.7,55.7,70.7
5/13/2017,37.9,53.4,68.8
5/14/2017,41.5,55.3,69.2
5/15/2017,34.3,48.7,63.1
5/16/2017,46.7,62.4,78.1
5/17/2017,55.2,68.8,82.5
5/18/2017,57.7,70.9,84
5/19/2017,37.5,54.3,71.1
5/20/2017,33.9,45.3,56.7
5/21/2017,43.4,53.5,63.6
5/22/2017,44.3,56.7,69.1
5/23/2017,41.7,53,64.4
5/24/2017,49.6,58.4,67.1
5/25/2017,51.1,58.8,66.6
5/26/2017,48.4,55.5,62.7
5/27/2017,47.4,59.4,71.3
5/28/2017,51.7,65,78.4
5/29/2017,48,58,68
5/30/2017,47.9,59,70
5/31/2017,48.2,56.7,65.2
6/1/2017,37.7,51.5,65.4
6/2/2017,44.1,57.7,71.4
6/3/2017,47.5,63.1,78.6
6/4/2017,54.7,66.8,78.9
6/5/2017,54.5,68.6,82.7
6/6/2017,47,60.4,73.8
6/7/2017,45.5,60.1,74.7
6/8/2017,46,61.3,76.6
6/9/2017,55.9,68.9,81.9
6/10/2017,52.2,64.5,76.8
6/11/2017,63.8,74.6,85.4
6/12/2017,64.2,74.2,84.2
6/13/2017,61.6,71.8,81.9
6/14/2017,61.7,72.7,83.7
6/15/2017,62.3,72.8,83.3
6/16/2017,58,70.2,82.4
6/17/2017,61.1,72.2,83.3
6/18/2017,63.7,71.9,80.1
6/19/2017,55.4,63.3,71.2
6/20/2017,55.7,64,72.3
6/21/2017,47.9,57.7,67.5
6/22/2017,52.4,64.2,76
6/23/2017,60.6,69.7,78.8
6/24/2017,52.2,64.2,76.2
6/25/2017,51,60.6,70.3
6/26/2017,52.1,57.8,63.6
6/27/2017,45.2,52.4,59.5
6/28/2017,50.2,60.2,70.3
6/29/2017,58.7,65.2,71.7
6/30/2017,60.5,68.9,77.3
7/1/2017,59.3,69,78.7
7/2/2017,55.1,64,73
7/3/2017,49.1,62.1,75.1
7/4/2017,49.7,63.2,76.7
7/5/2017,53.6,68,82.3
7/6/2017,60.2,72.6,84.9
7/7/2017,59,72.8,86.5
7/8/2017,51.7,64.5,77.3
7/9/2017,55.7,66,76.2
7/10/2017,57.3,69.3,81.2
7/11/2017,58,70.2,82.4
7/12/2017,61.6,74.1,86.6
7/13/2017,64.2,72,79.9
7/14/2017,60.6,67.9,75.2
7/15/2017,52.7,60.4,68.2
7/16/2017,58.6,68.3,78
7/17/2017,48.8,59.7,70.7
7/18/2017,51.7,65.5,79.4
7/19/2017,59.4,73,86.5
7/20/2017,61.4,73,84.6
7/21/2017,60.2,72.5,84.8
7/22/2017,65.2,75.7,86.2
7/23/2017,64.6,72.2,79.8
7/24/2017,58.3,68.4,78.4
7/25/2017,49.5,63.3,77.1
7/26/2017,57.4,69.4,81.4
7/27/2017,63.3,67.9,72.5
7/28/2017,55.7,68.6,81.6
7/29/2017,48.5,63.7,78.9
7/30/2017,50,65.9,81.9
7/31/2017,55.8,69.8,83.8
8/1/2017,58.6,72.7,86.7
8/2/2017,60.9,72.3,83.7
8/3/2017,61.3,70.1,78.8
8/4/2017,60.8,67.7,74.6
8/5/2017,53.6,59.5,65.5
8/6/2017,52.5,62.7,72.9
8/7/2017,55.5,66.4,77.2
8/8/2017,51,62.4,73.8
8/9/2017,54,67.2,80.3
8/10/2017,57.5,69.5,81.5
8/11/2017,57.2,67.9,78.6
8/12/2017,59.5,65.5,71.5
8/13/2017,47.5,60.9,74.3
8/14/2017,50.6,64.3,77.9
8/15/2017,55.1,65.5,75.9
8/16/2017,56.2,66.2,76.1
8/17/2017,58.7,70.8,82.8
8/18/2017,62.8,69.7,76.7
8/19/2017,57.5,61.8,66.1
8/20/2017,57.7,67.3,76.9
8/21/2017,60.3,70.5,80.8
8/22/2017,64.8,73.8,82.9
8/23/2017,55.3,63.9,72.5
8/24/2017,45.1,56.5,67.8
8/25/2017,39.6,52.9,66.3
8/26/2017,41.2,55.8,70.4
8/27/2017,48.1,60.2,72.4
8/28/2017,56.6,61.4,66.1
8/29/2017,51,58.6,66.1
8/30/2017,53.2,63.4,73.6
8/31/2017,50.4,64.7,79
9/1/2017,39.2,53.5,67.9
9/2/2017,38.3,53.8,69.4
9/3/2017,43.5,56.9,70.3
9/4/2017,56,66.1,76.2
9/5/2017,51.7,60.7,69.7
9/6/2017,44,53.6,63.1
9/7/2017,45.6,53.4,61.2
9/8/2017,42.1,51.2,60.2
9/9/2017,36.4,50.7,64.9
9/10/2017,38.6,52.7,66.9
9/11/2017,41.9,55.7,69.4
9/12/2017,46.6,59.5,72.5
9/13/2017,49.2,64,78.8
9/14/2017,48.5,64.9,81.3
9/15/2017,52.4,64.2,76
9/16/2017,55.8,68.9,81.9
9/17/2017,60.5,73,85.5
9/18/2017,50.6,65.5,80.4
9/19/2017,50.3,61.4,72.4
9/20/2017,53.3,65.3,77.3
9/21/2017,62.7,73,83.2
9/22/2017,63.2,75.6,87.9
9/23/2017,63.4,77.9,92.4
9/24/2017,60.1,75.6,91.2
9/25/2017,59.5,75.9,92.4
9/26/2017,55.7,73.5,91.2
9/27/2017,57.8,73.4,89
9/28/2017,49.3,56.6,63.9
9/29/2017,48,57.6,67.1
9/30/2017,35.1,48.7,62.3
10/1/2017,35.9,50,64.2
10/2/2017,40,54.4,68.8
10/3/2017,51.4,64.1,76.9
10/4/2017,58,66.4,74.8
10/5/2017,42.2,54.2,66.2
10/6/2017,42.3,51.8,61.2
10/7/2017,50.6,58.1,65.5
10/8/2017,55.9,64.6,73.3
10/9/2017,47.6,61.3,75
10/10/2017,44.9,59,73
10/11/2017,44.9,53.5,62
10/12/2017,40.4,51.2,62.1
10/13/2017,41.7,51.9,62.2
10/14/2017,51.1,56.4,61.7
10/15/2017,49.4,57.4,65.4
10/16/2017,36.8,48.8,60.9
10/17/2017,36.9,46.5,56.1
10/18/2017,46.5,55.4,64.4
10/19/2017,49.1,59.2,69.4
10/20/2017,41.3,52.6,63.8
10/21/2017,46.4,61.5,76.6
10/22/2017,55.6,64.8,74
10/23/2017,49.5,60.7,71.9
10/24/2017,43.6,47.4,51.1
10/25/2017,36.3,41.4,46.4
10/26/2017,26.5,36.5,46.5
10/27/2017,27.6,38.7,49.7
10/28/2017,35.9,41,46
10/29/2017,29.8,36.6,43.4
10/30/2017,29.5,36.5,43.5
10/31/2017,33.2,38.3,43.4
11/1/2017,32.7,36.4,40.1
11/2/2017,32.5,36.2,39.9
11/3/2017,37.8,41.8,45.7
11/4/2017,32.6,38.5,44.4
11/5/2017,33.4,38.6,43.8
11/6/2017,33.4,39.9,46.5
11/7/2017,27.1,33.7,40.2
11/8/2017,21.2,31.3,41.5
11/9/2017,23.9,32.9,41.9
11/10/2017,14.1,25.4,36.7
11/11/2017,13.2,19.1,25
11/12/2017,19.3,25.9,32.4
11/13/2017,30.3,33.8,37.2
11/14/2017,27,33.3,39.5
11/15/2017,32.5,39.1,45.8
11/16/2017,32.9,38.4,43.9
11/17/2017,24.9,30,35.1
11/18/2017,27.3,33.4,39.6
11/19/2017,28.4,34.2,40
11/20/2017,24.3,28.7,33.1
11/21/2017,26.8,37,47.3
11/22/2017,25.7,35.2,44.7
11/23/2017,26.2,29.6,32.9
11/24/2017,27.2,35.1,43
11/25/2017,34.2,47.1,60
11/26/2017,23,31.7,40.5
11/27/2017,22.5,32.5,42.6
11/28/2017,26,39.3,52.5
11/29/2017,31.8,42.7,53.5
11/30/2017,28.6,34.9,41.2
12/1/2017,22.9,33.6,44.3
12/2/2017,24.9,35.4,45.9
12/3/2017,23,36.6,50.1
12/4/2017,23.4,35.1,46.9
12/5/2017,36.4,47,57.7
12/6/2017,22,29.4,36.7
12/7/2017,19.8,22.2,24.7
12/8/2017,19.1,22.1,25.1
12/9/2017,19.4,22.6,25.7
12/10/2017,18.1,23.6,29.1
12/11/2017,17.1,21.7,26.3
12/12/2017,13.8,20.9,28
12/13/2017,12,14.9,17.8
12/14/2017,3.1,10.5,17.9
12/15/2017,2.8,12.9,22.9
12/16/2017,15.7,19.5,23.3
12/17/2017,15.5,19.5,23.6
12/18/2017,18.4,23.8,29.2
12/19/2017,27.9,33.6,39.4
12/20/2017,23.9,32,40.1
12/21/2017,22.4,24.6,26.7
12/22/2017,22.6,26.1,29.7
12/23/2017,24,28.5,33.1
12/24/2017,7.3,16.5,25.7
12/25/2017,6.2,13.4,20.7
12/26/2017,-1.4,7.3,16.1
12/27/2017,-3.1,1.9,6.9
12/28/2017,-6.7,2.3,11.2
12/29/2017,-3,4.4,11.8
12/30/2017,4.5,9.1,13.7
12/31/2017,-8.3,3,14.3
1/1/2018,-5.3,3.3,11.8
1/2/2018,5.4,9.2,13
1/3/2018,9.6,14.4,19.2
1/4/2018,5.7,12,18.3
1/5/2018,-10.1,-0.5,9.1
1/6/2018,-13,-2.6,7.7
1/7/2018,-11.7,2.4,16.5
1/8/2018,14.2,22.8,31.5
1/9/2018,8.7,20.7,32.7
1/10/2018,7.6,20.6,33.7
1/11/2018,28.7,39.4,50
1/12/2018,17.6,35,52.4
1/13/2018,10.4,14.7,18.9
1/14/2018,7.8,11.6,15.5
1/15/2018,10.8,14.4,18
1/16/2018,2.4,10.6,18.8
1/17/2018,2.4,11.5,20.6
1/18/2018,14.1,19.4,24.7
1/19/2018,19.1,26.2,33.2
1/20/2018,22.4,31.2,40
1/21/2018,27,35.1,43.1
1/22/2018,28.4,35.4,42.5
1/23/2018,28.9,33.2,37.5
1/24/2018,19.1,24.6,30.2
1/25/2018,17.9,21.6,25.3
1/26/2018,22.2,27.1,32
1/27/2018,24.2,36.4,48.7
1/28/2018,25.3,33.5,41.7
1/29/2018,17.2,24.2,31.1
1/30/2018,15.3,18,20.7
1/31/2018,15.2,21.4,27.6
2/1/2018,18.2,26.2,34.2
2/2/2018,6.3,13.7,21.1
2/3/2018,7.5,11.3,15.2
2/4/2018,12.4,19,25.7
2/5/2018,3.9,9.9,15.8
2/6/2018,6.7,11.4,16.1
2/7/2018,-0.6,8.4,17.5
2/8/2018,7.3,13,18.6
2/9/2018,9.3,14.5,19.7
2/10/2018,5.6,14.8,24
2/11/2018,4.7,14.8,25
2/12/2018,9.5,16.8,24.1
2/13/2018,-1.6,10.4,22.4
2/14/2018,4,16.7,29.3
2/15/2018,26.4,36.4,46.4
2/16/2018,24,34.7,45.4
2/17/2018,11.5,20,28.4
2/18/2018,15.8,23.6,31.3
2/19/2018,23.5,30.5,37.6
2/20/2018,32.9,38.6,44.3
2/21/2018,25.8,40.1,54.3
2/22/2018,18.8,23.9,28.9
2/23/2018,22,29.3,36.5
2/24/2018,29.2,34,38.9
2/25/2018,29.8,36.3,42.8
2/26/2018,25.3,31.2,37.2
2/27/2018,24.9,35,45
2/28/2018,29.7,42.3,55
3/1/2018,26.1,38.6,51.1
3/2/2018,24.3,30.4,36.5
3/3/2018,15.4,27.5,39.7
3/4/2018,16.8,30.2,43.6
3/5/2018,23.5,32.5,41.4
3/6/2018,23.4,31.9,40.3
3/7/2018,23.1,27.4,31.7
3/8/2018,20.6,24.1,27.6
3/9/2018,23.9,26.4,28.9
3/10/2018,14.5,24.2,33.8
3/11/2018,7.4,21,34.6
3/12/2018,9.4,22.6,35.9
3/13/2018,23.3,29.9,36.5
3/14/2018,20.7,24.2,27.6
3/15/2018,20,29.3,38.5
3/16/2018,18,23.4,28.9
3/17/2018,11.3,23.7,36.1
3/18/2018,12.7,28.7,44.6
3/19/2018,24.1,36.9,49.8
3/20/2018,17.7,29.7,41.6
3/21/2018,18.1,26.4,34.7
3/22/2018,15.1,25.9,36.8
3/23/2018,16.5,27.5,38.6
3/24/2018,18.5,29.2,39.9
3/25/2018,17.5,29.6,41.6
3/26/2018,19.9,30.9,41.9
3/27/2018,25,39,53.1
3/28/2018,27.6,35.9,44.1
3/29/2018,28.4,39.3,50.1
3/30/2018,23.4,35.1,46.7
3/31/2018,24.2,33.2,42.3
4/1/2018,18,27.8,37.6
4/2/2018,14.6,22.2,29.8
4/3/2018,18.4,29.6,40.8
4/4/2018,24.3,29.4,34.5
4/5/2018,6.8,17.8,28.8
4/6/2018,10.8,22.5,34.2
4/7/2018,15.6,23.9,32.2
4/8/2018,2.8,14.6,26.4
4/9/2018,6.5,21.2,35.9
4/10/2018,18.1,28.1,38.1
4/11/2018,21.7,32.3,42.9
4/12/2018,30,38.3,46.6
4/13/2018,32.3,42.3,52.3
4/14/2018,30,33.9,37.8
4/15/2018,22.9,27,31.2
4/16/2018,23.3,27.3,31.4
4/17/2018,23.8,28.1,32.4
4/18/2018,25.3,28.6,31.9
4/19/2018,28.6,34.3,40
4/20/2018,22.1,34,45.9
4/21/2018,24.6,39.5,54.4
4/22/2018,25.5,42.4,59.3
4/23/2018,27.4,45.8,64.3
4/24/2018,36.3,53.5,70.6
4/25/2018,35.3,48.9,62.5
4/26/2018,24.3,36.7,49.1
4/27/2018,29.4,45.1,60.9
4/28/2018,29.8,40.2,50.6
4/29/2018,22.2,34.3,46.5
4/30/2018,24.9,41.1,57.2
5/1/2018,39.1,56.3,73.5
5/2/2018,55.4,68.7,82
5/3/2018,46.7,60.7,74.8
5/4/2018,46.2,56,65.7
5/5/2018,39.7,50.9,62.2
5/6/2018,42.4,59,75.6
5/7/2018,33.4,49.2,64.9
5/8/2018,42.8,57.4,71.9
5/9/2018,46.5,64.8,83.1
5/10/2018,49.6,61.2,72.9
5/11/2018,31.2,45.1,59
5/12/2018,34.6,40.9,47.2
5/13/2018,36.8,50.9,65.1
5/14/2018,44.3,58.4,72.5
5/15/2018,50.6,64.4,78.2
5/16/2018,42.7,58.2,73.8
5/17/2018,45.7,62.9,80.1
5/18/2018,47.9,63,78.1
5/19/2018,49.2,63.7,78.2
5/20/2018,40.9,49.8,58.6
5/21/2018,38.6,52.4,66.3
5/22/2018,45.4,54,62.6
5/23/2018,42.2,56.4,70.5
5/24/2018,46.2,63.5,80.8
5/25/2018,55.8,71.2,86.6
5/26/2018,59.6,74.2,88.8
5/27/2018,60.1,73.1,86
5/28/2018,56.9,73.6,90.4
5/29/2018,59.8,74.6,89.4
5/30/2018,63,77.3,91.6
5/31/2018,64.7,76.7,88.8
6/1/2018,53.9,66.1,78.3
6/2/2018,50.4,58,65.6
6/3/2018,51.5,62.8,74.2
6/4/2018,48.2,57.9,67.7
6/5/2018,42.2,56.9,71.5
6/6/2018,38.4,50.1,61.8
6/7/2018,48,59.9,71.8
6/8/2018,48.1,62.7,77.3
6/9/2018,55.5,68.2,80.9
6/10/2018,58.7,64.4,70
6/11/2018,48.5,61.2,73.8
6/12/2018,51.4,66.4,81.4
6/13/2018,59,72.3,85.7
6/14/2018,48.9,62,75.2
6/15/2018,49,65.2,81.5
6/16/2018,58.5,66.6,74.8
6/17/2018,62.7,71.3,80
6/18/2018,68.5,80.6,92.7
6/19/2018,55.4,65.1,74.7
6/20/2018,57.9,65.2,72.6
6/21/2018,52.8,65.7,78.5
6/22/2018,50.5,64.9,79.2
6/23/2018,52.6,65.7,78.8
6/24/2018,55.7,62.6,69.6
6/25/2018,50.6,63.7,76.8
6/26/2018,50.1,63.8,77.5
6/27/2018,56.4,67.8,79.2
6/28/2018,55.5,66.4,77.2
6/29/2018,58,72.3,86.6
6/30/2018,67.1,79.1,91.1
7/1/2018,69.7,82.6,95.5
7/2/2018,61.2,77.3,93.4
7/3/2018,59.1,72.1,85.1
7/4/2018,63.5,77.5,91.5
7/5/2018,68.1,81.2,94.3
7/6/2018,56.1,72.6,89.1
7/7/2018,46.9,63.2,79.5
7/8/2018,48.5,65.9,83.4
7/9/2018,55.6,71.3,87
7/10/2018,57.3,72.5,87.8
7/11/2018,51,67.4,83.9
7/12/2018,55.4,70.3,85.2
7/13/2018,65.6,72.8,80.1
7/14/2018,66.9,77.5,88
7/15/2018,63.9,73.8,83.6
7/16/2018,66,77.3,88.5
7/17/2018,54.7,69.7,84.8
7/18/2018,45.7,59.8,73.9
7/19/2018,46.4,62,77.7
7/20/2018,55.7,70.1,84.5
7/21/2018,65.4,73.6,81.8
7/22/2018,65.5,69.4,73.3
7/23/2018,64.2,71.3,78.4
7/24/2018,63.6,69.5,75.5
7/25/2018,57.6,69.8,81.9
7/26/2018,59.8,70.7,81.6
7/27/2018,55.9,65,74
7/28/2018,52.6,60,67.3
7/29/2018,51.2,63.8,76.5
7/30/2018,52.6,66.6,80.6
7/31/2018,53.5,67.8,82.1
8/1/2018,57.8,70.5,83.1
8/2/2018,61,72.2,83.3
8/3/2018,60.2,69.4,78.6
8/4/2018,55.6,67.6,79.7
8/5/2018,62.4,76.9,91.4
8/6/2018,71,80.5,90
8/7/2018,62.4,69.5,76.6
8/8/2018,57.1,68,79
8/9/2018,59.3,71,82.7
8/10/2018,53.4,69.3,85.2
8/11/2018,58.1,71.9,85.6
8/12/2018,55.3,70.5,85.8
8/13/2018,57.6,72.4,87.2
8/14/2018,57.3,72.5,87.8
8/15/2018,63.3,76.2,89
8/16/2018,61.6,74.5,87.3
8/17/2018,62.5,74.8,87.2
8/18/2018,60.5,71.3,82.1
8/19/2018,60.1,71,81.8
8/20/2018,60,71.8,83.6
8/21/2018,61.8,70.6,79.3
8/22/2018,56.8,64.5,72.2
8/23/2018,50.3,63.3,76.3
8/24/2018,52.8,66.8,80.7
8/25/2018,61.2,68.1,75
8/26/2018,62.2,66.9,71.6
8/27/2018,65,74.1,83.2
8/28/2018,65.4,73.3,81.2
8/29/2018,64.4,72.6,80.9
8/30/2018,46.9,57.4,67.8
8/31/2018,48.3,59.1,69.8
9/1/2018,53.5,66.9,80.3
9/2/2018,64.8,69.9,75
9/3/2018,66.8,74.3,81.8
9/4/2018,67.5,72.9,78.4
9/5/2018,68.8,77.6,86.4
9/6/2018,55.3,68.7,82
9/7/2018,44.7,58.8,72.8
9/8/2018,45.7,57,68.4
9/9/2018,44.4,56.7,69
9/10/2018,45.1,56.9,68.8
9/11/2018,46.7,60.6,74.6
9/12/2018,49.5,63,76.5
9/13/2018,51.2,66,80.7
9/14/2018,53.4,65.1,76.7
9/15/2018,52,66.7,81.3
9/16/2018,53.7,68.7,83.6
9/17/2018,57.8,71.4,85
9/18/2018,57.2,72.1,87
9/19/2018,53.8,62.4,71.1
9/20/2018,54.5,60.3,66.2
9/21/2018,59.7,68.5,77.3
9/22/2018,39.5,56.1,72.6
9/23/2018,39.7,51.6,63.5
9/24/2018,42,56.2,70.3
9/25/2018,52.1,62.5,72.8
9/26/2018,51.1,64.1,77.1
9/27/2018,41.8,50.1,58.4
9/28/2018,43.6,54.6,65.6
9/29/2018,37.9,45.8,53.6
9/30/2018,38.9,44.5,50.2
10/1/2018,41.1,46.2,51.3
10/2/2018,44.2,49,53.8
10/3/2018,49.3,52.3,55.2
10/4/2018,48.9,64.3,79.7
10/5/2018,35.6,44.4,53.2
10/6/2018,38.4,46.4,54.5
10/7/2018,44.3,50.7,57.1
10/8/2018,45.1,48.8,52.4
10/9/2018,50.8,63.3,75.8
10/10/2018,61.9,71.6,81.3
10/11/2018,46.5,59.4,72.3
10/12/2018,37.1,42.4,47.6
10/13/2018,34.7,38.2,41.6
10/14/2018,34.9,42.5,50
10/15/2018,37.6,46.3,55
10/16/2018,32.1,37.4,42.8
10/17/2018,34.6,43.7,52.8
10/18/2018,23.8,34.2,44.7
10/19/2018,24.7,39,53.3
10/20/2018,37.8,46.7,55.6
10/21/2018,31.6,37.3,43
10/22/2018,26.8,34.1,41.4
10/23/2018,27.8,42,56.2
10/24/2018,34.1,40.7,47.3
10/25/2018,25.8,36.1,46.5
10/26/2018,28.7,39.9,51.2
10/27/2018,35.8,42.7,49.6
10/28/2018,36.3,41.3,46.2
10/29/2018,36.4,39.4,42.5
10/30/2018,30.9,40.2,49.5
10/31/2018,35.7,44.2,52.6
11/1/2018,31.9,42.5,53.2
11/2/2018,31.5,38.2,44.8
11/3/2018,32.8,38,43.3
11/4/2018,25.7,33.7,41.7
11/5/2018,32.5,39.3,46.2
11/6/2018,38.1,41.8,45.4
11/7/2018,33.6,39.2,44.9
11/8/2018,32.1,34.2,36.4
11/9/2018,30.5,33.2,35.8
11/10/2018,21.4,27.6,33.9
11/11/2018,22.9,27.6,32.2
11/12/2018,26.2,29.2,32.2
11/13/2018,23.4,27.3,31.1
11/14/2018,19.5,22.2,24.8
11/15/2018,15,23.1,31.1
11/16/2018,15.6,25.5,35.4
11/17/2018,29,33,37
11/18/2018,24.1,28.3,32.4
11/19/2018,21.4,27.2,33.1
11/20/2018,19.2,25.8,32.4
11/21/2018,18.8,24.6,30.5
11/22/2018,12.5,18.1,23.7
11/23/2018,13.7,20.5,27.2
11/24/2018,25.4,36.2,47.1
11/25/2018,34,38.8,43.5
11/26/2018,28,32.3,36.6
11/27/2018,25.8,28.3,30.7
11/28/2018,24.1,26.1,28
11/29/2018,24.7,26.8,29
11/30/2018,24.7,26.7,28.7
12/1/2018,26.2,30.1,34
12/2/2018,30.8,33.2,35.6
12/3/2018,28.3,32.1,35.9
12/4/2018,18,23.8,29.5
12/5/2018,21.5,26.1,30.6
12/6/2018,24,26.5,28.9
12/7/2018,16.4,22.3,28.2
12/8/2018,15.8,19.9,24
12/9/2018,12.2,20.2,28.3
12/10/2018,21.6,24.9,28.2
12/11/2018,23,29,34.9
12/12/2018,25.4,27.6,29.8
12/13/2018,23.6,28.1,32.6
12/14/2018,25.3,30.3,35.3
12/15/2018,20.8,30.2,39.7
12/16/2018,19.8,31.5,43.3
12/17/2018,22.5,31.8,41.1
12/18/2018,20.2,26.6,32.9
12/19/2018,19.6,27.7,35.9
12/20/2018,30.7,37.4,44.2
12/21/2018,33,37.9,42.8
12/22/2018,24.8,29.1,33.5
12/23/2018,24.6,27,29.4
12/24/2018,25.9,29.4,32.8
12/25/2018,16.8,23.1,29.5
12/26/2018,18.5,24.9,31.4
12/27/2018,25,30,35
12/28/2018,30.4,39.5,48.6
12/29/2018,19.3,33.7,48.2
12/30/2018,18.8,22.6,26.5
12/31/2018,22.3,27.8,33.3
1/1/2019,21.4,27,32.6
1/2/2019,4.7,14.4,24.2
1/3/2019,11.1,19.5,28
1/4/2019,24.3,29.5,34.8
1/5/2019,19.9,31,42
1/6/2019,20.8,31.4,41.9
1/7/2019,25.1,29,32.9
1/8/2019,27.6,34.6,41.5
1/9/2019,18.9,27.9,36.9
1/10/2019,17.7,19.8,21.8
1/11/2019,10.4,16.2,22
1/12/2019,13.4,18.7,24
1/13/2019,10.9,18.8,26.7
1/14/2019,5.7,16.5,27.2
1/15/2019,19.2,25.1,30.9
1/16/2019,18.5,25,31.4
1/17/2019,2.1,11.8,21.4
1/18/2019,4.7,14.7,24.8
1/19/2019,7.8,15.9,24
1/20/2019,-6.8,4.5,15.8
1/21/2019,-14.5,-2.9,8.7
1/22/2019,-14.6,1.4,17.5
1/23/2019,11.8,17.6,23.5
1/24/2019,20.4,24,27.5
1/25/2019,7.8,15.7,23.6
1/26/2019,-11.8,-1.3,9.3
1/27/2019,-10.2,1.1,12.5
1/28/2019,-4.6,0.4,5.4
1/29/2019,-5.5,3.6,12.7
1/30/2019,-5.9,3,12
1/31/2019,-5.9,-1.7,2.4
2/1/2019,-11.3,-3.3,4.6
2/2/2019,-5.1,9.4,24
2/3/2019,23.2,31.4,39.6
